COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
1,Autauga,Alabama,54571,32.500389,-86.494165
3,Baldwin,Alabama,182265,30.548923,-87.762381
5,Barbour,Alabama,27457,31.844036,-85.310038
7,Bibb,Alabama,22915,33.030921,-87.127659
9,Blount,Alabama,57322,33.955243,-86.591491
11,Bullock,Alabama,10914,32.116327,-85.701192
13,Butler,Alabama,20947,31.773539,-86.65355
15,Calhoun,Alabama,118572,33.72546,-85.819442
17,Chambers,Alabama,34215,32.860439,-85.266474
19,Cherokee,Alabama,25989,34.179333,-85.629194
21,Chilton,Alabama,43643,32.877547,-86.687406
23,Choctaw,Alabama,13859,32.016562,-88.264164
25,Clarke,Alabama,25833,31.685685,-87.815673
27,Clay,Alabama,13932,33.272412,-85.820227
29,Cleburne,Alabama,14972,33.62977,-85.494315
31,Coffee,Alabama,49948,31.354433,-85.904715
33,Colbert,Alabama,54428,34.723385,-87.685151
35,Conecuh,Alabama,13228,31.418674,-86.996483
37,Coosa,Alabama,11539,32.975932,-86.155035
39,Covington,Alabama,37765,31.282449,-86.410955
41,Crenshaw,Alabama,13906,31.743487,-86.29708
43,Cullman,Alabama,80406,34.162362,-86.831859
45,Dale,Alabama,50251,31.383346,-85.641269
47,Dallas,Alabama,43820,32.408815,-87.034955
49,DeKalb,Alabama,71109,34.45511,-85.817208
51,Elmore,Alabama,79303,32.559652,-86.225647
53,Escambia,Alabama,38319,31.088737,-87.282053
55,Etowah,Alabama,104430,34.013693,-86.025393
57,Fayette,Alabama,17241,33.726422,-87.770355
59,Franklin,Alabama,31704,34.460481,-87.793594
61,Geneva,Alabama,26790,31.09426,-85.788849
63,Greene,Alabama,9045,32.830505,-87.924
65,Hale,Alabama,15760,32.775804,-87.626084
67,Henry,Alabama,17302,31.478593,-85.268828
69,Houston,Alabama,101547,31.20455,-85.391221
71,Jackson,Alabama,53227,34.731984,-85.938698
73,Jefferson,Alabama,658466,33.518601,-86.814688
75,Lamar,Alabama,14564,33.762769,-88.109649
77,Lauderdale,Alabama,92709,34.866179,-87.608759
79,Lawrence,Alabama,34339,34.543683,-87.272414
81,Lee,Alabama,140247,32.588092,-85.345833
83,Limestone,Alabama,82782,34.815612,-86.938972
85,Lowndes,Alabama,11299,32.162415,-86.618688
87,Macon,Alabama,21452,32.425739,-85.715007
89,Madison,Alabama,334811,34.746392,-86.613232
91,Marengo,Alabama,21027,32.340479,-87.800648
93,Marion,Alabama,30776,34.111797,-87.8743
95,Marshall,Alabama,93019,34.311974,-86.293279
97,Mobile,Alabama,412992,30.683993,-88.170637
99,Monroe,Alabama,23068,31.505611,-87.360894
101,Montgomery,Alabama,229363,32.346175,-86.243797
103,Morgan,Alabama,119490,34.514252,-86.930781
105,Perry,Alabama,10591,32.581066,-87.369219
107,Pickens,Alabama,19746,33.292973,-88.066472
109,Pike,Alabama,32899,31.787277,-85.948647
111,Randolph,Alabama,22913,33.257607,-85.427266
113,Russell,Alabama,52947,32.421972,-85.062843
115,St. Clair,Alabama,83593,33.660628,-86.369107
117,Shelby,Alabama,195085,33.290719,-86.737978
119,Sumter,Alabama,13763,32.57442,-88.232646
121,Talladega,Alabama,82291,33.372083,-86.169238
123,Tallapoosa,Alabama,41616,32.85306,-85.864503
125,Tuscaloosa,Alabama,194656,33.214154,-87.520229
127,Walker,Alabama,67023,33.834858,-87.253922
129,Washington,Alabama,17581,31.410368,-88.18612
131,Wilcox,Alabama,11670,31.999753,-87.380407
133,Winston,Alabama,24484,34.163824,-87.415693
13,Aleutians East,Alaska,3141,54.860151,-162.901536
16,Aleutians West,Alaska,5561,54.023571,-168.292885
20,Anchorage,Alaska,291826,61.192232,-149.793182
50,Bethel,Alaska,17013,60.679946,-162.151263
60,Bristol Bay,Alaska,997,58.735464,-156.834047
68,Denali,Alaska,1826,63.882845,-149.032949
70,Dillingham,Alaska,4847,59.136256,-158.718472
90,Fairbanks North Star,Alaska,97581,64.831552,-147.624018
100,Haines,Alaska,2508,59.264125,-135.559897
105,Hoonah-Angoon,Alaska,2150,58.078282,-135.384163
110,Juneau,Alaska,31275,58.358516,-134.530605
122,Kenai Peninsula,Alaska,55400,60.292592,-151.064475
130,Ketchikan Gateway,Alaska,13477,55.367858,-131.678527
150,Kodiak Island,Alaska,13592,57.779137,-152.460881
164,Lake and Peninsula,Alaska,1631,58.557351,-156.371652
170,Matanuska-Susitna,Alaska,88995,61.611281,-149.421961
180,Nome,Alaska,9492,64.457026,-165.295491
185,North Slope,Alaska,9430,70.522779,-154.862085
188,Northwest Arctic,Alaska,7523,66.943735,-161.638185
195,Petersburg,Alaska,3815,56.812712,-133.115025
198,Prince of Wales-Hyder,Alaska,5559,55.448164,-132.560842
220,Sitka,Alaska,8881,57.062746,-135.337171
230,Skagway,Alaska,968,59.464536,-135.311501
240,Southeast Fairbanks,Alaska,7029,63.856185,-144.687024
261,Valdez-Cordova,Alaska,9636,61.26149,-145.882504
270,Wade Hampton,Alaska,7459,62.089902,-164.314723
275,Wrangell,Alaska,2369,56.385821,-132.310837
282,Yakutat,Alaska,662,59.547975,-139.724878
290,Yukon-Koyukuk,Alaska,5588,65.010262,-152.550423
1,Apache,Arizona,71518,35.577687,-109.41484
3,Cochise,Arizona,131346,31.607357,-110.063053
5,Coconino,Arizona,134421,35.514426,-111.590056
7,Gila,Arizona,53597,33.82356,-111.007494
9,Graham,Arizona,37220,32.86733,-109.812181
11,Greenlee,Arizona,8437,32.970402,-109.248712
12,La Paz,Arizona,20489,33.908361,-114.172146
13,Maricopa,Arizona,3817117,33.493403,-112.04143
15,Mohave,Arizona,200186,35.069679,-114.249634
17,Navajo,Arizona,107449,34.893625,-110.211155
19,Pima,Arizona,980263,32.216707,-110.96001
21,Pinal,Arizona,375770,33.060133,-111.588364
23,Santa Cruz,Arizona,47420,31.434733,-110.943195
25,Yavapai,Arizona,211033,34.629014,-112.267767
27,Yuma,Arizona,195751,32.65004,-114.598663
1,Arkansas,Arkansas,19019,34.405316,-91.461284
3,Ashley,Arkansas,21853,33.179373,-91.87136
5,Baxter,Arkansas,41513,36.332208,-92.383933
7,Benton,Arkansas,221339,36.337348,-94.230543
9,Boone,Arkansas,36903,36.267871,-93.099344
11,Bradley,Arkansas,11508,33.569321,-92.103312
13,Calhoun,Arkansas,5368,33.591116,-92.495555
15,Carroll,Arkansas,27446,36.373069,-93.570816
17,Chicot,Arkansas,11800,33.32186,-91.318378
19,Clark,Arkansas,22995,34.094705,-93.124856
21,Clay,Arkansas,16083,36.370695,-90.372418
23,Cleburne,Arkansas,25970,35.510232,-92.037481
25,Cleveland,Arkansas,8689,33.914989,-92.139146
27,Columbia,Arkansas,24552,33.258045,-93.247459
29,Conway,Arkansas,21273,35.214487,-92.70416
31,Craighead,Arkansas,96443,35.835235,-90.669325
33,Crawford,Arkansas,61948,35.496882,-94.28436
35,Crittenden,Arkansas,50902,35.17736,-90.217261
37,Cross,Arkansas,17870,35.252833,-90.775307
39,Dallas,Arkansas,8116,33.869213,-92.527123
41,Desha,Arkansas,13008,33.773838,-91.417485
43,Drew,Arkansas,18509,33.6274,-91.781779
45,Faulkner,Arkansas,113237,35.104918,-92.405359
47,Franklin,Arkansas,18125,35.446102,-93.885464
49,Fulton,Arkansas,12245,36.376787,-91.764934
51,Garland,Arkansas,96024,34.505811,-93.081852
53,Grant,Arkansas,17853,34.309174,-92.412714
55,Greene,Arkansas,42090,36.07312,-90.523016
57,Hempstead,Arkansas,22609,33.699647,-93.623587
59,Hot Spring,Arkansas,32923,34.353464,-92.894595
61,Howard,Arkansas,13789,33.983198,-93.910184
63,Independence,Arkansas,36647,35.749801,-91.607539
65,Izard,Arkansas,13696,36.120217,-91.908429
67,Jackson,Arkansas,17997,35.621102,-91.246233
69,Jefferson,Arkansas,77435,34.233473,-92.041179
71,Johnson,Arkansas,25540,35.475272,-93.475517
73,Lafayette,Arkansas,7645,33.287629,-93.557538
75,Lawrence,Arkansas,17415,36.070224,-91.065733
77,Lee,Arkansas,10424,34.785214,-90.774516
79,Lincoln,Arkansas,14134,33.975379,-91.746234
81,Little River,Arkansas,13171,33.700518,-94.195995
83,Logan,Arkansas,22353,35.227532,-93.768119
85,Lonoke,Arkansas,68356,34.905178,-91.970577
87,Madison,Arkansas,15717,36.061309,-93.755297
89,Marion,Arkansas,16653,36.28457,-92.663368
91,Miller,Arkansas,43462,33.400831,-93.987504
93,Mississippi,Arkansas,46480,35.84288,-89.999037
95,Monroe,Arkansas,8149,34.777729,-91.218021
97,Montgomery,Arkansas,9487,34.517013,-93.622663
99,Nevada,Arkansas,8997,33.722168,-93.358085
101,Newton,Arkansas,8330,35.98494,-93.1705
103,Ouachita,Arkansas,26120,33.574461,-92.838871
105,Perry,Arkansas,10445,34.999054,-92.779271
107,Phillips,Arkansas,21757,34.529768,-90.707796
109,Pike,Arkansas,11291,34.187298,-93.624765
111,Poinsett,Arkansas,24583,35.60191,-90.557998
113,Polk,Arkansas,20662,34.52045,-94.258519
115,Pope,Arkansas,61754,35.309776,-93.097238
117,Prairie,Arkansas,8715,34.859177,-91.536241
119,Pulaski,Arkansas,382748,34.773719,-92.311659
121,Randolph,Arkansas,17969,36.304758,-90.98842
123,St. Francis,Arkansas,28258,35.015313,-90.770297
125,Saline,Arkansas,107118,34.593233,-92.546163
127,Scott,Arkansas,11233,34.907145,-94.095905
129,Searcy,Arkansas,8195,35.922829,-92.659155
131,Sebastian,Arkansas,125744,35.318195,-94.354435
133,Sevier,Arkansas,17058,34.014236,-94.304091
135,Sharp,Arkansas,17264,36.178493,-91.520168
137,Stone,Arkansas,12394,35.856705,-92.137
139,Union,Arkansas,41639,33.20687,-92.64508
141,Van Buren,Arkansas,17295,35.567839,-92.421475
143,Washington,Arkansas,203065,36.094275,-94.172222
145,White,Arkansas,77076,35.243736,-91.767388
147,Woodruff,Arkansas,7260,35.233191,-91.252079
149,Yell,Arkansas,22185,35.120982,-93.28946
1,Alameda,California,1510271,37.705201,-122.100393
3,Alpine,California,1175,38.728298,-119.847603
5,Amador,California,38091,38.394208,-120.775729
7,Butte,California,220000,39.669037,-121.707635
9,Calaveras,California,45578,38.163627,-120.633718
11,Colusa,California,21419,39.156148,-122.085557
13,Contra Costa,California,1049025,37.935588,-122.030131
15,Del Norte,California,28610,41.791232,-124.163088
17,El Dorado,California,181058,38.746543,-120.74433
19,Fresno,California,930450,36.738918,-119.767884
21,Glenn,California,28122,39.663418,-122.177491
23,Humboldt,California,134623,40.752982,-124.087189
25,Imperial,California,174528,32.841101,-115.534487
27,Inyo,California,18546,37.160247,-118.267513
29,Kern,California,839631,35.372968,-118.936004
31,Kings,California,152982,36.242749,-119.729084
33,Lake,California,64665,38.973362,-122.734609
35,Lassen,California,34895,40.392397,-120.579176
37,Los Angeles,California,9818605,34.065193,-118.244222
39,Madera,California,150865,37.043099,-120.00675
41,Marin,California,252409,37.986705,-122.547075
43,Mariposa,California,18251,37.542748,-119.957219
45,Mendocino,California,87841,39.285329,-123.397227
47,Merced,California,255793,37.281016,-120.623989
49,Modoc,California,9686,41.522584,-120.650911
51,Mono,California,14202,37.763322,-118.970594
53,Monterey,California,415057,36.611722,-121.646162
55,Napa,California,136484,38.329075,-122.321646
57,Nevada,California,98764,39.219524,-120.916546
59,Orange,California,3010232,33.733953,-117.86288
61,Placer,California,348432,38.844511,-121.182466
63,Plumas,California,20007,39.983857,-120.825847
65,Riverside,California,2189641,33.800439,-117.066205
67,Sacramento,California,1418788,38.56895,-121.380861
69,San Benito,California,55269,36.843404,-121.403859
71,San Bernardino,California,2035210,34.190248,-117.357474
73,San Diego,California,3095313,32.88326,-117.112994
75,San Francisco,California,805235,37.759598,-122.438323
77,San Joaquin,California,685306,37.931804,-121.298108
79,San Luis Obispo,California,269637,35.342391,-120.667689
81,San Mateo,California,718451,37.56395,-122.340991
83,Santa Barbara,California,423895,34.639262,-120.092602
85,Santa Clara,California,1781642,37.315105,-121.910421
87,Santa Cruz,California,262382,36.985171,-121.936728
89,Shasta,California,177223,40.580269,-122.299961
91,Sierra,California,3240,39.612588,-120.414236
93,Siskiyou,California,44900,41.576203,-122.489833
95,Solano,California,413344,38.235582,-122.069324
97,Sonoma,California,483878,38.41408,-122.720522
99,Stanislaus,California,514453,37.619147,-120.955577
101,Sutter,California,94737,39.13549,-121.644269
103,Tehama,California,63463,40.115187,-122.218704
105,Trinity,California,13786,40.681268,-123.072357
107,Tulare,California,442179,36.251227,-119.231547
109,Tuolumne,California,55365,37.971531,-120.32853
111,Ventura,California,823318,34.241989,-119.025018
113,Yolo,California,200849,38.598913,-121.721112
115,Yuba,California,72155,39.13883,-121.506626
1,Adams,Colorado,441603,39.874297,-104.927473
3,Alamosa,Colorado,15445,37.483069,-105.877245
5,Arapahoe,Colorado,572003,39.647528,-104.845968
7,Archuleta,Colorado,12084,37.240087,-107.085027
9,Baca,Colorado,3788,37.368221,-102.527089
11,Bent,Colorado,6499,38.072386,-103.1631
13,Boulder,Colorado,294567,40.063299,-105.183981
14,Broomfield,Colorado,55889,39.936888,-105.055491
15,Chaffee,Colorado,17809,38.676497,-106.082645
17,Cheyenne,Colorado,1836,38.816795,-102.45777
19,Clear Creek,Colorado,9088,39.712957,-105.52965
21,Conejos,Colorado,8256,37.195652,-105.989049
23,Costilla,Colorado,3524,37.281779,-105.448477
25,Crowley,Colorado,5823,38.188547,-103.857439
27,Custer,Colorado,4255,38.134216,-105.381557
29,Delta,Colorado,30952,38.798565,-107.910553
31,Denver,Colorado,600158,39.72143,-104.955068
33,Dolores,Colorado,2064,37.740817,-108.75741
35,Douglas,Colorado,285465,39.48527,-104.879712
37,Eagle,Colorado,52197,39.599453,-106.717771
39,Elbert,Colorado,23086,39.382868,-104.51913
41,El Paso,Colorado,622263,38.873669,-104.758477
43,Fremont,Colorado,46824,38.426058,-105.206532
45,Garfield,Colorado,56389,39.507561,-107.539356
47,Gilpin,Colorado,5441,39.85702,-105.48021
49,Grand,Colorado,14843,40.050388,-105.9754
51,Gunnison,Colorado,15324,38.657886,-106.944723
53,Hinsdale,Colorado,843,37.996875,-107.29653
55,Huerfano,Colorado,6711,37.616312,-104.884201
57,Jackson,Colorado,1394,40.692851,-106.291292
59,Jefferson,Colorado,534543,39.720524,-105.128819
61,Kiowa,Colorado,1398,38.470657,-102.680579
63,Kit Carson,Colorado,8270,39.309763,-102.435733
65,Lake,Colorado,7310,39.24587,-106.308061
67,La Plata,Colorado,51334,37.265198,-107.806184
69,Larimer,Colorado,299630,40.504546,-105.099218
71,Las Animas,Colorado,15507,37.196601,-104.503149
73,Lincoln,Colorado,5467,39.173232,-103.613697
75,Logan,Colorado,22709,40.639399,-103.187715
77,Mesa,Colorado,146723,39.092851,-108.543768
79,Mineral,Colorado,712,37.798623,-106.935586
81,Moffat,Colorado,13795,40.515239,-107.625859
83,Montezuma,Colorado,25535,37.370817,-108.557116
85,Montrose,Colorado,41276,38.479142,-107.934568
87,Morgan,Colorado,28159,40.256023,-103.781517
89,Otero,Colorado,18831,38.024096,-103.657432
91,Ouray,Colorado,4436,38.139834,-107.746232
93,Park,Colorado,16206,39.311718,-105.623144
95,Phillips,Colorado,4442,40.599517,-102.387354
97,Pitkin,Colorado,17148,39.232543,-106.907765
99,Prowers,Colorado,12551,38.083772,-102.547035
101,Pueblo,Colorado,159063,38.263685,-104.645147
103,Rio Blanco,Colorado,6666,40.051033,-108.280174
105,Rio Grande,Colorado,11982,37.616658,-106.238805
107,Routt,Colorado,23509,40.453133,-106.899535
109,Saguache,Colorado,6108,37.915302,-106.019489
111,San Juan,Colorado,699,37.804646,-107.673989
113,San Miguel,Colorado,7359,37.974202,-107.960034
115,Sedgwick,Colorado,2379,40.960246,-102.32767
117,Summit,Colorado,27994,39.573131,-106.054579
119,Teller,Colorado,23350,38.94355,-105.140532
121,Washington,Colorado,4814,40.092526,-103.156814
123,Weld,Colorado,252825,40.328082,-104.788507
125,Yuma,Colorado,10043,40.069473,-102.486935
1,Fairfield,Connecticut,916829,41.207889,-73.364521
3,Hartford,Connecticut,894014,41.761943,-72.717282
5,Litchfield,Connecticut,189927,41.727851,-73.187494
7,Middlesex,Connecticut,165676,41.478564,-72.571408
9,New Haven,Connecticut,862477,41.396052,-72.941497
11,New London,Connecticut,274055,41.443373,-72.097683
13,Tolland,Connecticut,152691,41.842762,-72.37209
15,Windham,Connecticut,118428,41.804225,-71.995072
1,Kent,Delaware,162310,39.12322,-75.558604
3,New Castle,Delaware,538479,39.68502,-75.634376
5,Sussex,Delaware,197145,38.662387,-75.346649
1,District of Columbia,District of Columbia,601723,38.91027,-77.014468
1,Alachua,Florida,247336,29.665903,-82.386845
3,Baker,Florida,27115,30.288432,-82.185477
5,Bay,Florida,168852,30.206925,-85.660217
7,Bradford,Florida,28520,29.953429,-82.128192
9,Brevard,Florida,543376,28.232195,-80.690979
11,Broward,Florida,1748066,26.134058,-80.227135
13,Calhoun,Florida,14625,30.463143,-85.122189
15,Charlotte,Florida,159978,26.954793,-82.119946
17,Citrus,Florida,141236,28.863598,-82.453512
19,Clay,Florida,190865,30.084386,-81.79941
21,Collier,Florida,321520,26.199831,-81.699625
23,Columbia,Florida,67531,30.126051,-82.660566
27,DeSoto,Florida,34862,27.189369,-81.864094
29,Dixie,Florida,16422,29.634179,-83.056329
31,Duval,Florida,864263,30.300302,-81.622853
33,Escambia,Florida,297619,30.485314,-87.274788
35,Flagler,Florida,95696,29.523494,-81.224735
37,Franklin,Florida,11549,29.786787,-84.822838
39,Gadsden,Florida,46389,30.59828,-84.581397
41,Gilchrist,Florida,16939,29.704639,-82.808262
43,Glades,Florida,12884,26.896029,-81.185404
45,Gulf,Florida,15863,29.988579,-85.259478
47,Hamilton,Florida,14799,30.501534,-82.997218
49,Hardee,Florida,27731,27.548312,-81.815432
51,Hendry,Florida,39140,26.705392,-81.202571
53,Hernando,Florida,172778,28.50485,-82.496961
55,Highlands,Florida,98786,27.460415,-81.442555
57,Hillsborough,Florida,1229226,27.976529,-82.401275
59,Holmes,Florida,19927,30.847684,-85.758558
61,Indian River,Florida,138028,27.671827,-80.440581
63,Jackson,Florida,49746,30.80024,-85.216119
65,Jefferson,Florida,14761,30.504031,-83.886291
67,Lafayette,Florida,8870,30.065418,-83.179508
69,Lake,Florida,297052,28.735689,-81.752026
71,Lee,Florida,618754,26.574992,-81.858144
73,Leon,Florida,275487,30.466103,-84.270371
75,Levy,Florida,40801,29.379995,-82.666319
77,Liberty,Florida,8365,30.399795,-84.905169
79,Madison,Florida,19224,30.47263,-83.430563
81,Manatee,Florida,322833,27.477054,-82.532775
83,Marion,Florida,331298,29.140116,-82.123367
85,Martin,Florida,146318,27.1443,-80.244395
86,Miami-Dade,Florida,2496435,25.774565,-80.298888
87,Monroe,Florida,73090,24.739678,-81.263945
89,Nassau,Florida,73314,30.607962,-81.647153
91,Okaloosa,Florida,180822,30.542829,-86.567105
93,Okeechobee,Florida,39996,27.272057,-80.822153
95,Orange,Florida,1145956,28.532855,-81.384377
97,Osceola,Florida,268685,28.266765,-81.383484
99,Palm Beach,Florida,1320134,26.617075,-80.146119
101,Pasco,Florida,464697,28.261606,-82.51608
103,Pinellas,Florida,916542,27.899794,-82.727651
105,Polk,Florida,602095,28.03114,-81.799975
107,Putnam,Florida,74364,29.609299,-81.720431
109,St. Johns,Florida,190039,29.977088,-81.421504
111,St. Lucie,Florida,277789,27.338067,-80.353183
113,Santa Rosa,Florida,151372,30.549593,-87.036954
115,Sarasota,Florida,379448,27.208205,-82.423893
117,Seminole,Florida,422718,28.697834,-81.310445
119,Sumter,Florida,93420,28.825768,-82.035469
121,Suwannee,Florida,41551,30.214688,-82.987546
123,Taylor,Florida,22570,30.064881,-83.597967
125,Union,Florida,15535,30.010768,-82.356919
127,Volusia,Florida,494593,29.073725,-81.123944
129,Wakulla,Florida,30776,30.185525,-84.331546
131,Walton,Florida,55043,30.583729,-86.190665
133,Washington,Florida,24896,30.650718,-85.625419
1,Appling,Georgia,18236,31.77388,-82.338473
3,Atkinson,Georgia,8375,31.317301,-82.886363
5,Bacon,Georgia,11096,31.547221,-82.466071
7,Baker,Georgia,3451,31.307754,-84.437989
9,Baldwin,Georgia,45720,33.084849,-83.245659
11,Banks,Georgia,18395,34.351255,-83.506647
13,Barrow,Georgia,69367,33.993054,-83.7275
15,Bartow,Georgia,100157,34.208435,-84.829122
17,Ben Hill,Georgia,17634,31.727638,-83.248636
19,Berrien,Georgia,19286,31.238588,-83.252459
21,Bibb,Georgia,155547,32.832049,-83.687184
23,Bleckley,Georgia,13063,32.401368,-83.33214
25,Brantley,Georgia,18411,31.216648,-81.96997
27,Brooks,Georgia,16243,30.842082,-83.54009
29,Bryan,Georgia,30233,31.979537,-81.375954
31,Bulloch,Georgia,70217,32.417702,-81.76242
33,Burke,Georgia,23316,33.101987,-81.998447
35,Butts,Georgia,23655,33.296102,-83.970002
37,Calhoun,Georgia,6694,31.527412,-84.668445
39,Camden,Georgia,50513,30.814165,-81.635079
43,Candler,Georgia,10998,32.399861,-82.062305
45,Carroll,Georgia,110527,33.622193,-85.044673
47,Catoosa,Georgia,63942,34.927795,-85.17282
49,Charlton,Georgia,12171,30.780002,-82.023033
51,Chatham,Georgia,265128,32.036008,-81.126449
53,Chattahoochee,Georgia,11267,32.344231,-84.899254
55,Chattooga,Georgia,26015,34.495509,-85.344167
57,Cherokee,Georgia,214346,34.169606,-84.496595
59,Clarke,Georgia,116714,33.950406,-83.380863
61,Clay,Georgia,3183,31.633549,-85.013368
63,Clayton,Georgia,259424,33.553383,-84.362238
65,Clinch,Georgia,6798,31.017888,-82.740932
67,Cobb,Georgia,688078,33.943254,-84.557878
69,Coffee,Georgia,42356,31.516,-82.840667
71,Colquitt,Georgia,45498,31.180955,-83.768671
73,Columbia,Georgia,124053,33.51622,-82.165654
75,Cook,Georgia,17212,31.149847,-83.424499
77,Coweta,Georgia,127317,33.379117,-84.736399
79,Crawford,Georgia,12630,32.707681,-83.934002
81,Crisp,Georgia,23439,31.947962,-83.777791
83,Dade,Georgia,16633,34.882709,-85.497004
85,Dawson,Georgia,22330,34.40138,-84.104119
87,Decatur,Georgia,27842,30.888345,-84.57036
89,DeKalb,Georgia,691893,33.789813,-84.248029
91,Dodge,Georgia,21796,32.212815,-83.175591
93,Dooly,Georgia,14918,32.16758,-83.784195
95,Dougherty,Georgia,94565,31.573426,-84.167625
97,Douglas,Georgia,132403,33.724923,-84.734644
99,Early,Georgia,11008,31.331726,-84.916722
101,Echols,Georgia,4034,30.708629,-83.057989
103,Effingham,Georgia,52250,32.291745,-81.299511
105,Elbert,Georgia,20166,34.126521,-82.879523
107,Emanuel,Georgia,22598,32.58586,-82.307952
109,Evans,Georgia,11000,32.169649,-81.907367
111,Fannin,Georgia,23682,34.901383,-84.313402
113,Fayette,Georgia,106567,33.427941,-84.512414
115,Floyd,Georgia,96317,34.255796,-85.183164
117,Forsyth,Georgia,175511,34.19492,-84.144322
119,Franklin,Georgia,22084,34.377335,-83.186079
121,Fulton,Georgia,920581,33.836086,-84.393645
123,Gilmer,Georgia,28292,34.677249,-84.483646
125,Glascock,Georgia,3082,33.235927,-82.609847
127,Glynn,Georgia,79626,31.202698,-81.486488
129,Gordon,Georgia,55186,34.498326,-84.908795
131,Grady,Georgia,25011,30.882764,-84.214288
133,Greene,Georgia,15994,33.549876,-83.166093
135,Gwinnett,Georgia,805321,33.951956,-84.057963
137,Habersham,Georgia,43041,34.56516,-83.541626
139,Hall,Georgia,179684,34.275205,-83.844712
141,Hancock,Georgia,9429,33.255825,-83.002047
143,Haralson,Georgia,28780,33.76192,-85.18547
145,Harris,Georgia,32024,32.699933,-84.895034
147,Hart,Georgia,25213,34.355413,-82.964953
149,Heard,Georgia,11834,33.309334,-85.1134
151,Henry,Georgia,203922,33.475842,-84.175416
153,Houston,Georgia,139900,32.571603,-83.663357
155,Irwin,Georgia,9538,31.604647,-83.280834
157,Jackson,Georgia,60485,34.132059,-83.584805
159,Jasper,Georgia,13900,33.356251,-83.724341
161,Jeff Davis,Georgia,15068,31.848776,-82.600696
163,Jefferson,Georgia,16930,33.063551,-82.407657
165,Jenkins,Georgia,8340,32.794618,-81.950133
167,Johnson,Georgia,9980,32.701199,-82.679535
169,Jones,Georgia,28669,32.962134,-83.54514
171,Lamar,Georgia,18317,33.08002,-84.1544
173,Lanier,Georgia,10078,31.035393,-83.090886
175,Laurens,Georgia,48434,32.516487,-82.926131
177,Lee,Georgia,28298,31.681194,-84.173396
179,Liberty,Georgia,63453,31.827766,-81.578482
181,Lincoln,Georgia,7996,33.781126,-82.44638
183,Long,Georgia,14464,31.778807,-81.733663
185,Lowndes,Georgia,109233,30.857006,-83.280221
187,Lumpkin,Georgia,29966,34.524951,-83.986879
189,McDuffie,Georgia,21875,33.459617,-82.469866
191,McIntosh,Georgia,14333,31.47526,-81.407579
193,Macon,Georgia,14740,32.325042,-84.038814
195,Madison,Georgia,28120,34.104614,-83.24068
197,Marion,Georgia,8742,32.380907,-84.523557
199,Meriwether,Georgia,21992,33.008863,-84.672846
201,Miller,Georgia,6125,31.159722,-84.737198
205,Mitchell,Georgia,23498,31.216853,-84.172094
207,Monroe,Georgia,26424,33.038194,-83.906823
209,Montgomery,Georgia,9123,32.167319,-82.533261
211,Morgan,Georgia,17868,33.600243,-83.485957
213,Murray,Georgia,39628,34.782329,-84.792066
215,Muscogee,Georgia,189885,32.492289,-84.930634
217,Newton,Georgia,99958,33.56952,-83.896609
219,Oconee,Georgia,32808,33.875278,-83.457946
221,Oglethorpe,Georgia,14899,33.916594,-83.14492
223,Paulding,Georgia,142324,33.905688,-84.816609
225,Peach,Georgia,27695,32.584826,-83.82958
227,Pickens,Georgia,29431,34.455892,-84.442301
229,Pierce,Georgia,18758,31.314668,-82.240429
231,Pike,Georgia,17869,33.103227,-84.366796
233,Polk,Georgia,41475,34.010878,-85.176771
235,Pulaski,Georgia,12010,32.275344,-83.480342
237,Putnam,Georgia,21218,33.317059,-83.339663
239,Quitman,Georgia,2513,31.859377,-85.077727
241,Rabun,Georgia,16276,34.87903,-83.407223
243,Randolph,Georgia,7719,31.760403,-84.758026
245,Richmond,Georgia,200549,33.426859,-82.049444
247,Rockdale,Georgia,85215,33.642043,-84.020894
249,Schley,Georgia,5010,32.241549,-84.306781
251,Screven,Georgia,14593,32.722842,-81.627328
253,Seminole,Georgia,8729,30.972496,-84.868027
255,Spalding,Georgia,64073,33.258051,-84.273339
257,Stephens,Georgia,26175,34.556904,-83.288681
259,Stewart,Georgia,6058,32.069335,-84.764519
261,Sumter,Georgia,32819,32.059981,-84.221818
263,Talbot,Georgia,6865,32.703124,-84.582116
265,Taliaferro,Georgia,1717,33.5688,-82.88576
267,Tattnall,Georgia,25520,32.043908,-82.052217
269,Taylor,Georgia,8906,32.560542,-84.215083
271,Telfair,Georgia,16500,32.01562,-82.892471
273,Terrell,Georgia,9315,31.772157,-84.42886
275,Thomas,Georgia,44720,30.868962,-83.948411
277,Tift,Georgia,40118,31.454362,-83.515048
279,Toombs,Georgia,27223,32.183936,-82.367022
281,Towns,Georgia,10471,34.938692,-83.782961
283,Treutlen,Georgia,6885,32.387047,-82.589718
285,Troup,Georgia,67044,33.036737,-85.031746
287,Turner,Georgia,8930,31.700824,-83.636891
289,Twiggs,Georgia,9023,32.703662,-83.416286
291,Union,Georgia,21356,34.874243,-84.002286
293,Upson,Georgia,27153,32.907469,-84.324382
295,Walker,Georgia,68756,34.83654,-85.293376
297,Walton,Georgia,83768,33.795381,-83.784266
299,Ware,Georgia,36312,31.22682,-82.383943
301,Warren,Georgia,5834,33.407596,-82.662844
303,Washington,Georgia,21187,32.962029,-82.773406
305,Wayne,Georgia,30099,31.611857,-81.919105
